ID,text,labels,am
10478,The best event of the year is coming up...Alberta Children's Hospital Candy Cane Gala on December 6th! Proud supporter! http://t.co/saDzgClg,positive,የዓመቱ ምርጥ ክስተት እየመጣ ነው ... የአልበርታ የልጆች ሆስፒታል ከረሜላ ካዩን ካንጋ ገላ ታህሳስ 6 ቀን!ኩሩ ደጋፊ!http://t.co/sadzgclg
10479,"Flint, R U VILLA?? Join us for the Grand Opening Friday, with Club 93.7's LV and Ricky Burns!! http://t.co/UgLCmEZJ",positive,"ፍሎራይት, r u ዋል ??ለታላቁ አርብ አብራር ከ CLABE 93.7 LV እና Ricky murns ጋር ይቀላቀሉ !!http://t.co/uglcmezj"
10480,"Payton Manning will win comeback player of the year and might even win 5th MVP.  Still a lot of season to go, but Manning looks great.",positive,"ፔኒተን ማኒንግ የአመቱ ተመልካች ማጫወቻን ያሸንፋል እናም 5 ኛ ሚቪፒ እንኳን ሊያሸንፍ ይችላል.አሁንም ለመሄድ ብዙ ጊዜ ነው, ግን ማኒንግ ጥሩ ይመስላል."
10481,@KarlUDFlyer @kahanuka36 hahah wait I really want to come out for St Patricks day! Also everyone should come to Boston for Easter/ my 21st!,positive,@Karruffflifel @ ካፋሩካ36 ሃሃኤፍ ጠብቅ - ለቴቶች ፓትሪክዎች ቀን መውጣት እፈልጋለሁ!እንዲሁም ሁሉም ሰው ለፋሲካ / ለ 21 ኛው ወደ ቦስተን መምጣት አለበት!
10482,"46 years ago today, New Orleans was awarded the 16th NFL franchise - and the New Orleans Saints were born!",positive,ከ 46 ዓመታት በፊት ኒው ኦርሊየንስ 16 ኛ NFL ፍራንክ ተሸልሟል - እናም አዲሶቹ ኦርሊየኖች ቅዱሳን ተወለዱ!
10483,"Never do business alone again! Learn how with Women Entrepreneurs of Oregon at Madison's Grill on Tues, Nov 13 http://t.co/8cPJSZAK",negative,"እንደገና የንግድ ሥራ ብቻዎን በጭራሽ አያደርጉም!በማዲሰን ግሬድ ላይ የኦሪገን ንግድ ሥራ ፈጠራዎች, Nov Nock 13T.CO/8CPSZAK"
10484,This Monday come and laugh your hearts outs all @kenyakona with  @JalangoMwenyewe @Otos @Mashamba at Hilton Hotel,positive,ይህ ሰኞ ይመጣል እና ልቦችዎን ያዝናኑ @jaalangownyaye @jaalanwoweneye @jaalanwowewe @maton @masshama @masshaha @masshama
10485,I'm getting strong mail that Eden Hazard will become a Roo tomorrow. Pick 39 &amp; Garlett to wherever the f*ck Hazard plays soccer. Good deal,positive,ኢድንን አደጋ የሚሠራው ዌይ የተባለ መልእክት ነው.39 እና AMP ን ይምረጡየ F * CK HALRERDER ወደ እግር ኳስ ይጫወታል.ጥሩ ስምምነት
10486,"@CNBC didn't iPOOP just came out with 3rd gen IJUNK not to long ago? why the 4TH??? CUZ they CAN NOT compete with SAMSUNG, ASUS,NEXES..,,..",negative,"@CNBC ከ 3 ኛ በፊት ከ 3 ኛ ጂኤንኤንጄ ጋር አልተገኘም?ለምን 4 ኛ ???Cuz ከ Samsung, Asus, Nexts ጋር መወዳደር አይችሉም."
10487,Can't wait for tomorrow going to charleston for the weekend,positive,ቅዳሜና እሁድ ወደ ቻርለስተን ለመሄድ ነገ መጠበቅ አልተቻለም
10488,"@BennoGk13 haha of course! ""There's only one Ian Bennett!"" Not been back yet, looking forward to it but not till April!!",positive,"@ ቤኖጎክ13 ሃሃ በእርግጥ!""አንድ አሊ ቤኔት ብቻ አለ!""ወደ ኋላ አልተመለስም, በጉጉት እጠብቃለሁ, ግን እስከ ኤፕሪል ድረስ አይደለም !!"
10489,Happy half way to St. Patty's day!! We are the only people at 7th celebrating... Where is the holiday spirit???,positive,ወደ ሴንት ፓቲ ቀን ግማዴ አጋማሽ አጋማሽእኛ ገና በ 7 ኛ በማክበር ብቸኛ ሰዎች ነን ... የበዓሉ መንፈስ የት አለ ???
10490,@shelboxoxo I'm going to Cuba buuuttt I doubt I will be doing what y'all will #13.1 Sunday,negative,@shelboxoxo ወደ ኩባ ቦውት እሄዳለሁ # 13.1 እሑድ ምን እንደሚሆን እጠራጠራለሁ
10491,@boy_rick5 haha ok i'll put you on the list. But my sweet got moved to either the 23rd or 24th &amp; its gonna be at the LCC instead,positive,"@ የወንዶች_አርድ 5 ሃሃ እሺ እኔ በዝርዝሩ ላይ አደርገሃለሁ.ግን የእኔ ጣፋጭ ወደ 23 ኛ ወይም በ 24 ኛው እና አቢም ተዛወረ,ይልቁንስ በ LCC ውስጥ ይሆናል"
10492,"Tom Brady has been named AFC Offensive Player of the Week for the 22nd time, bringing him back up even with Peyton Manning for most ever.",positive,ቶም ብራዲ ለ 22 ኛው ጊዜ በፔይተን ማኒንግ ጋር እንኳን ሳይቀር ወደኋላ መለሰለት.
10493,"Tia Sharp: cause of death may never be known- well they would have known it, had they found the body when they first searched her house.",negative,"ቲያ ሹል: - የሞት ምክንያት በጭራሽ አይታወቅም, እነሱ ያውቁታል, አንደበታቸውም ቤቷን ፈልገው ሲያገኙ ሰውነትን ባገኙ ጊዜ."
10494,"derrick rose, you eat pussy and break ya neck modasucka loll ""black friday"" @michaelblackson http://t.co/90vpw3vW",negative,"Derrick ሮዝ, ሽርሽር ትበላላችሁ እና ያፍሩሃን ሞንኬክ loll ""ጥቁር አርብ"" @ @ @.cocelobncksock/9.Co/90vpwnod3vw"
10495,We can take the Big Bucket to the Million Man March. That's a million dollars. You know Biggie Smalls he gone drink two at least!,positive,ትልቁን ባልዲ ወደ ሚሊየን ሚሊዮን ሰው መውሰድ እንችላለን.ያ ሚሊዮን ዶላር ነው.ትልልቅ ትንንሽ ልጆች ከሁለት ቢያንስ ሁለት እንደሚጠጡ ያውቃሉ!
10496,"Just saw that @CountingCrows show from SXSW is going to be on AXS TV this next Sunday, November 4th. Dig it!",positive,"ይህ @countings Sext Sxsw ከ SXSW ላይ እንደሚታየው በዚህ እሁድ ቀን, ህዳር 4 ቀን ላይ ይሆናል.መቆፈር አለብኝ!"
10497,Great job @RebeccaHarrisDr for getting two cars in a hotel conference room on the 5th floor at SXSW! #IAPRSA12 http://t.co/QUXroqop,positive,በ <SXSW> ላይ በሆቴል ኮንፈረንስ ክፍል ውስጥ ሁለት መኪኖችን ለማግኘት ታላቅ ሥራ @rebeacrasdrd!# IAPRSA12222/t http://t.co/quxroquo
10498,@DatNigga_Tj nigga Saturday were going to a Farmington hills party!!!,positive,@Datnnigga_TJ niggao ቅዳሜ ወደ እርሻችን ሂልስ ፓርቲ እየሄዱ ነበር !!!
10499,When I looked at the full moon last night I immediately thought of Remus Lupin @RJMoony,neutral,ትናንት ማታ ሙሉውን ጨረቃ ስመለከት ወዲያውኑ ለሙዚቃ ሉሾ @RJOME አስብ ነበር
10500,"Congressman Dennis Kucinich (D-Ohio), who lost in the recent Ohio primary election on March 6th, due to... http://t.co/Z0q9fxP7",negative,እ.ኤ.አ. ማርች 6 ቀን (እ.ኤ.አ.) እ.ኤ.አ. ማርች 6 ቀን በቅርብ ጊዜ ውስጥ የኮንግሪንማን ዴኒስ ኪኒሺቪች (ዲ-ኦውዮ) ...
10501,"Okay sleep early tonight, wake up early tomorrow and eat Oreo for breakfast. There, my life is all planned out.",neutral,"እሺ እንቅልፍ ዛሬ ማታ ይተኛ, ነገ ከእንቅልፉ ከእንቅልፍዎ ከእንቅልፉ ከእንቅልፉ ከእንቅልፉ ከእንቅልፉ ከእንቅልፋቸው ተነሱ.እዚያም ሕይወቴ ሁሉ የታቀደ ነው."
10502,"SHINee's Taemin and Jonghyun will be recording for ""Strong Heart"" today Oct 25 together with TVXQ and Super Junior. via: SMTownEngSub",neutral,"Shiney Teeiny Temin እና Jongyun ዛሬ ለ ""ጠንካራ ልበ"" እና ከቴሌቪክስክ እና ከሱ Super ር ጋር አንድ ላይ ""ጠንካራ ልብ"" ይመዝግቡ.በኩል: - smotwnegsund"
10503,"Hope you can join me TOMORROW at 7pm at Scoreboard Bar and Grill in Nashville, TN!",positive,"በ 7 ፒኤም ውስጥ ከእንቅልፉ ሰሌዳ አሞሌ እና ናሽቪል, በቱቪል ውስጥ ግሪል ውስጥ ከእኔ ጋር መቀላቀል እንደምትችል ተስፋ እናደርጋለን!"
10504,THSK was the 2nd foreign singer that can have ranked 1st on Oricon Weekly Chart twice with 2 songs: purple line n beautiful you..,positive,ከ 2 ዘፈኖች ጋር ሁለት ጊዜ ከ 2 ኛ ደረጃ ሰንጠረዥ 1 ኛ ክፍል ሁለት ጊዜ ሊሠራ የሚችል 2 ኛ የውጭ ዘፋኝ ነበር-ሐምራዊ መስመር n ቆንጆ
10505,Sooooo I may or may not be freaking out. I was watching their show at Radio City and umm it just like...hit http://t.co/mHCIC7fi,neutral,SOOOO ምናልባት ምናልባት ወይም ላለማጣት አልችልም.የእኔን ትርኢት በሬዲዮ ከተማ ውስጥ እየተመለከትኩ ነበር እና ድምፃዊው ልክ እንደ ... http://t.co/MHCICH7FI
10506,"SUNNYBANK. Come along to our FREE Fertility Information Morning at Sunnybank, Brisbane this Saturday the 13th at 9am.  To Register:...",neutral,ፀሀይጠዋት ጠዋት ጠዋት ጠዋት ጠዋት ጠዋት ጠዋት በፀሐይ ዓመታዊ መረጃ ጠዋት በዚህ ቅዳሜ 7 ኛው ቀን ቅዳሜ 9 ዓመቱ.ለመመዝገብ: - ...
10507,Loved hanging out with the people at Invisible Children on monday! So awesome and inspiring! :) @invisible http://t.co/AoaEsDAU,positive,ሰኞ ሰኞ በማይታይ ልጆች መካከል ከሰዎች ጋር መጓዝ ይወዳሉ!በጣም ጥሩ እና አነቃቂ!:) @ ሊታይ የሚችል http://t.co/aoaahesdu
10508,Join us tomorrow from 9.30am to cheer on fundraisers abseiling down the Jurys Inn @DerbyCQ to support visually impaired people in Derbyshire,positive,ነገ ከ 9.30 ዓ.ም. በዲሪቢሻየር ውስጥ በእይታ የተሰናከሉ ሰዎችን ለመደገፍ በ << << << >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
10509,"Pharrell may have had one of the realest Gangsta Grillz mixtape, ever.",positive,"ፈርሬሽ ከሪፖርተሮች ውስጥ አንዱ ከሪፖርተሮች ውስጥ አንዱ ሊኖሩት ይችላል, ለዘላለም."
10510,Kirko Bangz comes to @vaultnightclub Thursday night!! Get your tix for the show &gt; http://t.co/WUQLzSax,positive,"Kirko Bangz ወደ @vully የሌሊት ሌሊት ሌሊት ነው !!ለታዋሹ እና ለ GT የእርስዎን TOIX ያግኙ,http://t.co/wuqlzzasex"
10511,Final hours for 2012 STN challenge.  Groups working on first drafts.  Tomorrow 2 pm HST is the DEADline,neutral,ለ 2012 የቅድመ ክፍያ የመጨረሻ ሰዓታት.በመጀመሪያዎቹ ረቂቆች ላይ የሚሰሩ ቡድኖች.ነገ 2 PM HST ቀነ-ገደብ ነው
10512,Wall Street analysts are estimating Atlantic City casinos may be down 10% for the year because of Sandy http://t.co/Wd8nHXaH,negative,የግድግዳ ጎዳና ተንታኞች የአትላንቲክ ሲቲ ካሲኖዎች በአሸዋው http://t.co/wd8nhah ምክንያት ለአመቱ 10% ዝቅ ሊሉ ይችላሉ
10513,Just said hello to Dennis Kucinich as he walked casually through campus with his #hotwife. He's on 22nd st!,neutral,ከ #HOTWAYLY ጋር በካምፓስ በኩል ካምፓስ ጋር ሲራመድ ለዲኒስ ኪንች ሰላምታ አደረጉ.እሱ በ 22 ኛው st!
10514,"China Telecom added 8.35 million users during 2nd quarter, an increase credited mostly to the launch of the iPhone 4S. http://t.co/IwZVRW4e",neutral,"ቻይና ቴሌኮም በ 2 ኛ ሩብ ወቅት 8.35 ሚሊዮን ተጠቃሚዎች አክለው ነበር, ጭማሪው በአብዛኛው የ IPhone 4 ዎቹ ማስጀመሪያው ይጀምራል.http://t.co/iwzvrw4e"
10515,@kingmatt86 that may sound like a plan! Are you staying in terra nova? maybe come out for one after I've had some grub,neutral,@ flomatt86 እንደ እቅድ ያለ ይመስላል!በምርመር ኖቫ ውስጥ ትኖራለህ?ምናልባት የተወሰነ ዱባ ከያዝኩ በኋላ ወደ አንድ ይወጡ
10516,"I remember the days of strong women in politics, Judy LaMarsh, Flora MacDonald, today's Maude Barlow, Eliizabeth May.  not liars Hebert!",positive,"በፖለቲካ ውስጥ, በጁዲ ላሞቶች, በፖሊስ ማክሮዶኤል, በ Eliizare, Eliizch ትም የተባሉ ጠንካራ የሆኑትን ቀናት አስታውሳለሁ.ውሸታሞች ሄበርት አይደለም!"
10517,"Republican VP announcement coming tomorrow. Lot of speculation that it's the fiscally conservative congressman, Jack Kemp. -- NBC",neutral,"ሪ Republic ብሊክ ማስታወቂያ ነገ ነገ ሲመጣ.በፋይናንስ ወግ አጥቂ ኮንግረስማን, ጃክ ኬም ነው.- NBC"
10518,Dhoni's 1st ball leave must make even Rahul Dravid proud. #IndvsAus,positive,የ DHONI የ 1 ኛ ኳስ እረፍት ራሺል መኮረጅ አለበት.#Indvesus
10519,@OwlCityCharlie: may iPad HD na pala? I don't even know what this says. But I'm tweeting it anyways cause it says iPad.,neutral,@Uchlitcherchil: ሜይድ ኤፒድ ኤችዲኤን ኤች.ኤል.ይህ ምን እንደሚል እንኳ አላውቅም.ግን እኔ እንደማስበው iPad ይላል አይፒአድ ማለት ነው.
10520,"Obama closing gap with Romney in USA 2012 elections: (AGI) Washington, 25 Oct.- Seventy-two hours after the fina... http://t.co/gdt7boGT",neutral,ኦባማ በአሜሪካ 2012 ምርጫዎች ከሮምኒ ጋር
10521,There's a Great Big Beautiful Tomorrow: http://t.co/4n7Nx9O3 via @youtube  When you are feeling down remember this song it makes me smile,positive,በጣም ትልቅ ቆንጆ ቆንጆ ናት.
10522,via @NBCDFWWeather: Don't forget this weekend is the end of Daylight Saving Time. Set you clocks BACK 1 hour Sat night when you go to bed. E,neutral,በ @nbcdwfwebous በኩል: - ቅዳሜና እሁድ የእረፍት ጊዜያዊ የቁጠባ ጊዜ ማብቂያ ነው.ወደ መኝታ በሚሄዱበት ጊዜ 1 ሰዓት ሳቢ ሌሊት ላይ ይመለስዎታል.ሠ
10523,"Mitt Romney on USAID at Virginia Military Institute 8 October 2012:   ""I will make it clear to the recipients of (cont) http://t.co/cicpfH2H",neutral,"ሚት ሮሞኒ በቨርጂኒያ ወታደራዊ ተቋም 8 ጥቅምት 2012- ""ለተቀባዮች (ኮንትራት) ለ http://t.co/cicpfh2h ግልፅ አደርገዋለሁ"
10524,Worst away day sat in a home end V Bolton 0-0 87 mins gone Berba scores I Jump up #awkward   #awaydays,negative,በጣም መጥፎ ቀን በቤት ውስጥ ቨርቶን 0-0 87 ደቂቃ ያህል የቤርቦር ትሬቶች #awkkivily #aways ን ይዝጉ
10525,"AS Roma announce that midfield maestro De Rossi will hold a press conference in the Eternal City, at 3pm tomorrow. #MCFC",neutral,ሮማዎች እንደ ሚድኦልድ ማስትሮ ዴ ሮዝዲ በመጨረሻው ዘላለማዊ ከተማ ውስጥ የፕሬስ ስብሰባን በ 3 ሰዓት ላይ የፕሬስ ስብሰባን ይይዛሉ.#MCFC
10526,@_L33GOV_ I have the big Ipad3 I love it but for reading its too big my mini comes on friday,positive,@ _L33gov_ እኔ ትልቅ iPad3 አለኝ
10527,2013 NBA Draft: Chicago Bulls 2nd Round Pick could look to add international talent much like they did with Omer Asik and Nikola Mirotic,positive,እ.ኤ.አ.
10528,@lewiscrs Didn't Leverkusen reject a 20m offer for him in the summer? I fail to see how his stock may have dropped since then,negative,@lewiscers ሌቭሱኪስ ክሩዌን ውስጥ 20 ሚት ለእሱ ስሟን አለመቀበል ነው?ከዚያን ጊዜ ጀምሮ የእሱ አክሲዮን እንዴት እንደወደቀ አየሁ
10529,"Arnez J @arnezjcomedy sold out the Houston Improv last night and put a crazy, brilliant, side-splitting performance! He's here til Sunday!",positive,"አሩ enze j @arnenzyjudy ትናንት ማታ ተሻሽሏል እናም እብድ, ብሩህ, የጎን መከለያዎች አፋጣኝ ያድርጉ!እሱ እሑድ እዚህ ነው!"
10530,"I don't want Saturday to get here. But I'm ready to bomb #allregion in Hot Springs, sooo... Might as well get it over with.",negative,"እዚህ ለማግኘት ቅዳሜ አልፈልግም.ነገር ግን በሞቃት ምንጮች ውስጥ ለመንበስ ዝግጁ ነኝ, SOOO ... በጥሩ ሁኔታ ሊያገኙ ይችላሉ."
10531,Avondale finally gets into the end zone I need Tim Smith touchdown pass. Seaholm still leads 28-9 late in 4th,positive,አ voddddale በመጨረሻም ወደ መጨረሻው ዞን ገባኝ ቲም ስሚዝ የመነሻ ማለቅ እፈልጋለሁ.Shoullm አሁንም በ 4 ኛ ውስጥ 28-9 ዘግይቶ ይመራል
10532,@FindHitarth you remember being king of the playground Monday mornings? I feel like a Tooting&amp;Mitcham fan now days,neutral,"@Findhathare እርስዎ የሚጫወቱት ሰኞ ጠዋት ጠዋት ላይ ንጉሥ መሆን ትታስታለህ?እኔ እንደ አንድ አጭር እና አጥንቶች ይሰማኛል, Mitcham አድናቂ አሁን ቀናት"
10533,these niggas been showin the return of derrick rose commercials ever since the summer but he not comin back til like march..,negative,"እነዚህ Niggas ከክፉው ጀምሮ የዴሪክ ሮዝ ንግድ ማስታወቂያዎችን ከመመለሳቱ በኋላ, ግን እንደ መጋቢት ወር arm arm arm አያስተካክለውም."
10534,"BiG Bauss, @yung6ix I hope you'lld be coming to ABJ on the October 4th With Solidstar and The Rest... Plz Reply",positive,"ትልልቅ ቢስ, @ yung6ix ከጥቅምት ወር 4 እስከ ቀሪዎቹ ድረስ ወደ ኤቢጄ ይመጣሉ ብዬ ተስፋ አደርጋለሁ."
